long;lat;nombre;domicilio;observ;nro_est;horario;dire_norm;;;;;;;
-58,44509866;-34,59283921;Villarroel;Villarroel y Humboldt;abr-17;158;Estación automática: disponibilidad las 24 horas;VILLARROEL y HUMBOLDT;;;;;;;
-58,36208336;-34,63069281;Juan Manuel Blanes;Juan Manuel Blanes 383;abr-17;153;Estación automática: disponibilidad las 24 horas;383 BLANES JUAN MANUEL;;;;;;;
-58,38841509;-34,60300444;Paraná;Lavalle enttre Montevideo y Paraná;abr-17;83;Estación automática: disponibilidad las 24 horas;LAVALLE y PARANA;;;;;;;
-58,37098493;-34,62560718;Brasil;Brasil y Defensa;abr-17;172;Estación automática: disponibilidad las 24 horas;BRASIL AV y DEFENSA;;;;;;;
-58,40778755;-34,62219445;Hospital Francés;Hospital Francés: Carlos Calvo y La Rioja;abr-17;146;Estación automática: disponibilidad las 24 horas;CALVO CARLOS y LA RIOJA;;;;;;;
-58,39476949;-34,62060134;Carlos Calvo;Carlos Calvo y Sarandí;abr-17;93;Estación automática: disponibilidad las 24 horas;CALVO CARLOS y SARANDI;;;;;;;
-58,36299966;-34,60496916;Macacha Guemes;Macacha Guemes y Juana Manso;abr-17;111;Estación automática: disponibilidad las 24 horas;GUEMES MACACHA y MANSO JUANA;;;;;;;
-58,40353315;-34,57741462;Malba;Av Figueroa Alcorta y San Martín de Tours;abr-17;103;Estación automática: disponibilidad las 24 horas;FIGUEROA ALCORTA, PRES. AV. y SAN MARTIN DE TOURS;;;;;;;
-58,42021025;-34,57296237;Godoy Cruz y Libertador;Godoy Cruz 3291 entre Av Del Libertador y Seguí;abr-17;160;Estación automática: disponibilidad las 24 horas;3291 GODOY CRUZ;;;;;;;
-58,43523361;-34,57819095;Ravignani y Guatemala;Ravignani 2171 y Guatemala;may-17;182;Estación automática: disponibilidad las 24 horas;2171 RAVIGNANI;;;;;;;
-58,38776667;-34,63494896;Hospital Británico;Perdriel y Finochietto Enrique;may-17;138;Estación automática: disponibilidad las 24 horas;PERDRIEL y FINOCHIETTO ENRIQUE DR.;;;;;;;
-58,3742851;-34,59194086;Retiro II;Plaza Fuerza Aérea: Av. Dr. J. Ramos Mejia y Av Del Libertador;may-17;130;Estación automática: disponibilidad las 24 horas;DEL LIBERTADOR AV y RAMOS MEJIA DR AV;;;;;;;
-58,37421003;-34,59184649;Retiro III;Plaza Fuerza Aérea: Av. Dr. J. Ramos Mejia y Av Del Libertador;may-17;131;Estación automática: disponibilidad las 24 horas;DEL LIBERTADOR AV y RAMOS MEJIA DR AV;;;;;;;
-58,39594436;-34,63043769;Hospital Garrahan;Hospital Garrahan: Av Brasil y Pichincha;may-17;107;Estación automática: disponibilidad las 24 horas;BRASIL AV y PICHINCHA AV;;;;;;;
-58,43438251;-34,58103992;Nicaragua;Nicaragua 5690 entre Bonpland y Fitz Roy;may-17;133;Estación automática: disponibilidad las 24 horas;5690 NICARAGUA;;;;;;;
-58,4157587;-34,60463523;Billinghurst y Valentín Gomez;Billinghurst 455 y Valentín Gomez;may-17;143;Estación automática: disponibilidad las 24 horas;455 BILLINGHURST;;;;;;;
-58,36747001;-34,6159264;Azopardo y Chile;Azopardo 700 y Chile;may-17;137;Estación automática: disponibilidad las 24 horas;AZOPARDO y CHILE;;;;;;;
-58,42821717;-34,58348011;Oro;Fray Justo Santamaria de Oro y Guatemala;may-17;125;Estación automática: disponibilidad las 24 horas;FRAY JUSTO SANTAMARIA DE ORO y GUATEMALA;;;;;;;
-58,37421801;-34,61994044;Humberto Primo;Perú 1016 entre Humberto Primo y Carlos Calvo;may-17;117;Estación automática: disponibilidad las 24 horas;1016 PERU;;;;;;;
-58,40259838;-34,59210424;Hospital Alemán;Beruti y Ecuador;may-17;116;Estación automática: disponibilidad las 24 horas;BERUTI y ECUADOR;;;;;;;
-58,39041055;-34,61183795;Solís y Alsina;Solís 225 y Adolfo Alsina;may-17;141;Estación automática: disponibilidad las 24 horas;225 SOLIS;;;;;;;
-58,45292683;-34,59221248;Santos Dumont y Otero;Santos Dumont 4380 y Otero;may-17;127;Estación automática: disponibilidad las 24 horas;4380 DUMONT SANTOS;;;;;;;
-58,4288882;-34,59055422;Armenia y Gorriti;Armenia 1525 entre Gorriti y Honduras;may-17;142;Estación automática: disponibilidad las 24 horas;1525 ARMENIA;;;;;;;
-58,37910486;-34,62745541;Constitución I;Av Brasil 1050 y Lima;may-17;147;Estación automática: disponibilidad las 24 horas;1050 BRASIL AV;;;;;;;
-58,37923189;-34,62749408;Constitución II;Av Brasil 1060 y Lima;may-17;148;Estación automática: disponibilidad las 24 horas;1060 BRASIL AV;;;;;;;
-58,4125593;-34,64172791;Parque José Evaristo Uriburu;Pque. José E. Uriburu - Almafuerte 300;jun-17;155;Estación automática: disponibilidad las 24 horas;300 ALMAFUERTE AV.;;;;;;;
-58,4066168;-34,60935549;Once II;Bartolomé Mitre y Av Pueyrredón;jun-17;163;Estación automática: disponibilidad las 24 horas;MITRE BARTOLOME y PUEYRREDON AV;;;;;;;
-58,42795218;-34,62830921;Senillosa y Zuviría;Senillosa 989 y Zuviría;jun-17;157;Estación automática: disponibilidad las 24 horas;989 SENILLOSA;;;;;;;
-58,43739683;-34,58503639;Gorriti;Fitz Roy 1590 y Gorriti;jun-17;159;Estación automática: disponibilidad las 24 horas;1590 FITZ ROY;;;;;;;
-58,40194517;-34,6092391;Larrea y Bartolomé Mitre;Larrea entre Bartolomé Mitre y Av Rivadavia;jun-17;162;Estación automática: disponibilidad las 24 horas;LARREA y MITRE BARTOLOME;;;;;;;
-58,40596622;-34,5997327;San Luis y Ecuador;San Luis 2862 entre Ecuador y Boulogne Sur Mer;jun-17;170;Estación automática: disponibilidad las 24 horas;2862 SAN LUIS;;;;;;;
-58,40785166;-34,59776358;Plaza Monseñor Miguel de Andrea;Plaza Monseñor Miguel de Andrea (Anchorena 900);jun-17;165;Estación automática: disponibilidad las 24 horas;901 ANCHORENA TOMAS MANUEL;;;;;;;
-58,38128261;-34,61861996;Estados Unidos;Estados Unidos y Lima;jun-17;168;Estación automática: disponibilidad las 24 horas;ESTADOS UNIDOS y LIMA;;;;;;;
-58,39952687;-34,60324295;Pasteur;Pasteur 501 entre Tucumán y Lavalle;jun-17;171;Estación automática: disponibilidad las 24 horas;501 PASTEUR;;;;;;;
-58,40796556;-34,57784911;Plaza Alemania;Plaza Alemania: Del Libertador Av y Cavia;jun-17;156;Estación automática: disponibilidad las 24 horas;DEL LIBERTADOR AV y CAVIA;;;;;;;
-58,41192476;-34,61202003;Facultad de Psicología;Hipólito Yrigoyen y 24 de Noviembre;jul-17;169;Estación automática: disponibilidad las 24 horas;YRIGOYEN HIPOLITO y 24 DE NOVIEMBRE;;;;;;;
-58,39154878;-34,59726147;Ministerio de Educación;Marcelo T De Alvear 1698 y Rodríguez Peña;jul-17;174;Estación automática: disponibilidad las 24 horas;1698 ALVEAR MARCELO T DE;;;;;;;
-58,41215854;-34,56807389;Planetario;Av. Roldan, Belisario y Av. Sarmiento;jul-17;177;Estación automática: disponibilidad las 24 horas;ROLDAN BELISARIO AV y SARMIENTO AV;;;;;;;
-58,4248666;-34,62345741;José Marmol;José Marmol 803 y Estados Unidos;jul-17;178;Estación automática: disponibilidad las 24 horas;803 MARMOL JOSE;;;;;;;
-58,42047096;-34,61980265;Castro y México;Castro 680 entre México y Agrelo;jul-17;180;Estación automática: disponibilidad las 24 horas;680 CASTRO;;;;;;;
-58,38969191;-34,61563763;Virrey Cevallos;México 1652 entre Virrey Cevallos y Solís;jul-17;183;Estación automática: disponibilidad las 24 horas;1652 MEXICO;;;;;;;
-58,42178258;-34,63136997;Av Pavón y 33 Orientales;33 Orientales 1439, entre Av. Pavón y Av. Garay;jul-17;185;Estación automática: disponibilidad las 24 horas;1439 TREINTA Y TRES ORIENTALES;;;;;;;
-58,40714253;-34,61255129;Catamarca;Adolfo Alsina 2910 y Catamarca;jul-17;186;Estación automática: disponibilidad las 24 horas;2910 ALSINA ADOLFO;;;;;;;
-58,3856151;-34,5977988;Talcahuano;Talcahuano 1034 y Marcelo T de Alvear;jul-17;192;Estación automática: disponibilidad las 24 horas;1034 TALCAHUANO;;;;;;;
-58,40597385;-34,59111088;Arenales y Aguero;Arenales 2882 y Aguero;jul-17;193;Estación automática: disponibilidad las 24 horas;2882 ARENALES;;;;;;;
-58,42257204;-34,60595248;Perón y Francisco Acuña de Figueroa;Perón, Juan Domingo Tte 3989 entre Francisco Acuña de Figueroa y Medrano;jul-17;194;Estación automática: disponibilidad las 24 horas;3989 PERON JUAN DOMINGO TTE;;;;;;;
-58,43350602;-34,61079628;Aranguren;Aranguren 188 entre Portugal y Eduardo Acevedo;ago-17;188;Estación automática: disponibilidad las 24 horas;188 ARANGUREN JUAN F DR;;;;;;;
-58,39131863;-34,63067891;Pedro Echague;Pedro Echague 1878 entre Combate de los Pozos y Av Entre Ríos;ago-17;184;Estación automática: disponibilidad las 24 horas;1878 ECHAGUE PEDRO;;;;;;;
-58,38558602;-34,58847469;Posadas;Posadas 1350 entre Montevideo y Rodríguez Peña;ago-17;189;Estación automática: disponibilidad las 24 horas;1350 POSADAS;;;;;;;
-58,43179118;-34,61766675;Parque Rivadavia;Chaco 250;ago-17;187;Estación automática: disponibilidad las 24 horas;250 CHACO;;;;;;;
-58,38745383;-34,62704914;Plaza Garay;Av Juan de Garay y Luis Sáenz Peña;ago-17;195;Estación automática: disponibilidad las 24 horas;GARAY JUAN DE AV y SAENZ PEÑA LUIS PRES;;;;;;;
-58,41122742;-34,58507776;Juncal;Juncal 3320 y Jerónimo Salguero;ago-17;190;Estación automática: disponibilidad las 24 horas;3320 JUNCAL;;;;;;;
-58,42348086;-34,61359626;Quintino Bocayuva;Quintino Bocayuva y Don Bosco;ago-17;197;Estación automática: disponibilidad las 24 horas;BOCAYUVA QUINTINO y DON BOSCO;;;;;;;
-58,41588155;-34,62243894;Estados Unidos y Boedo;Estados Unidos 3568 entre Boedo y Maza;ago-17;199;Estación automática: disponibilidad las 24 horas;3568 ESTADOS UNIDOS;;;;;;;
-58,40413806;-34,63438001;Hospital Sardá;Cátulo Castillo 2896 y Dean Funes;ago-17;198;Estación automática: disponibilidad las 24 horas;2896 CASTILLO CATULO;;;;;;;
-58,36601905;-34,62777634;Hospital Argerich;Pi y Margall 750 entre Necochea y Alte. Brown;ago-17;196;Estación automática: disponibilidad las 24 horas;750 PI Y MARGALL;;;;;;;
-58,38765292;-34,60899159;Congreso II;Av Rivadavia y Paraná;ago-17;39;Estación automática: disponibilidad las 24 horas;RIVADAVIA AV y PARANA;;;;;;;
-58,44598675;-34,58643989;Roseti;Roseti 50 y Av Dorrego;sep-17;102;Estación automática: disponibilidad las 24 horas;50 ROSETI;;;;;;;
-58,40436108;-34,58819146;Austria y French;Austria 2080 entre French y Juncal;sep-17;200;Estación automática: disponibilidad las 24 horas;2080  AUSTRIA;;;;;;;
-58,36039931;-34,63911407;La Boca;Don Pedro de Mendoza 1819;Inauguración 05/12/2017;179;Estación automática: disponibilidad las 24 horas;DON PEDRO DE MENDOZA AV 1819;;;;;;;
